caseid,country,variable,value
100_COL,COL,run_biz_feb,Yes
130_COL,COL,run_biz_feb,Yes
166_COL,COL,run_biz_feb,Yes
1634_COL,COL,run_biz_feb,Yes
1756_COL,COL,run_biz_feb,Yes
1903_COL,COL,run_biz_feb,Yes
6463_COL,COL,run_biz_feb,Yes
9950_COL,COL,run_biz_feb,Yes
10041_COL,COL,run_biz_feb,Yes
10414_COL,COL,run_biz_feb,Yes
10444_COL,COL,run_biz_feb,No
10471_COL,COL,run_biz_feb,Yes
10544_COL,COL,run_biz_feb,Yes
10716_COL,COL,run_biz_feb,Yes
10803_COL,COL,run_biz_feb,Yes
10810_COL,COL,run_biz_feb,No
11026_COL,COL,run_biz_feb,No
11067_COL,COL,run_biz_feb,Yes
11073_COL,COL,run_biz_feb,Yes
11311_COL,COL,run_biz_feb,Yes
11645_COL,COL,run_biz_feb,No
11660_COL,COL,run_biz_feb,Yes
11881_COL,COL,run_biz_feb,Yes
11984_COL,COL,run_biz_feb,No
12048_COL,COL,run_biz_feb,Yes
12096_COL,COL,run_biz_feb,Yes
12118_COL,COL,run_biz_feb,Yes
12129_COL,COL,run_biz_feb,Yes
12173_COL,COL,run_biz_feb,Yes
12177_COL,COL,run_biz_feb,Yes
12213_COL,COL,run_biz_feb,Yes
12243_COL,COL,run_biz_feb,Yes
12252_COL,COL,run_biz_feb,No
12333_COL,COL,run_biz_feb,Yes
12433_COL,COL,run_biz_feb,No
12486_COL,COL,run_biz_feb,No
12488_COL,COL,run_biz_feb,No
12530_COL,COL,run_biz_feb,Yes
12534_COL,COL,run_biz_feb,Yes
12660_COL,COL,run_biz_feb,No
12960_COL,COL,run_biz_feb,No
13030_COL,COL,run_biz_feb,Yes
13141_COL,COL,run_biz_feb,Yes
13146_COL,COL,run_biz_feb,No
13154_COL,COL,run_biz_feb,No
13359_COL,COL,run_biz_feb,Yes
13427_COL,COL,run_biz_feb,Yes
13469_COL,COL,run_biz_feb,Yes
13480_COL,COL,run_biz_feb,Yes
13639_COL,COL,run_biz_feb,No
13865_COL,COL,run_biz_feb,Yes
13875_COL,COL,run_biz_feb,No
13879_COL,COL,run_biz_feb,No
14048_COL,COL,run_biz_feb,No
14102_COL,COL,run_biz_feb,Yes
14262_COL,COL,run_biz_feb,Yes
14280_COL,COL,run_biz_feb,No
14566_COL,COL,run_biz_feb,Yes
14570_COL,COL,run_biz_feb,Yes
14744_COL,COL,run_biz_feb,No
14812_COL,COL,run_biz_feb,No
14821_COL,COL,run_biz_feb,Yes
14990_COL,COL,run_biz_feb,Yes
15170_COL,COL,run_biz_feb,Yes
15254_COL,COL,run_biz_feb,No
15367_COL,COL,run_biz_feb,Yes
15425_COL,COL,run_biz_feb,Yes
15606_COL,COL,run_biz_feb,Yes
15619_COL,COL,run_biz_feb,No
15659_COL,COL,run_biz_feb,Yes
15676_COL,COL,run_biz_feb,Yes
15864_COL,COL,run_biz_feb,Yes
15871_COL,COL,run_biz_feb,Yes
16511_COL,COL,run_biz_feb,Yes
16608_COL,COL,run_biz_feb,Yes
16609_COL,COL,run_biz_feb,Yes
16648_COL,COL,run_biz_feb,No
16709_COL,COL,run_biz_feb,Yes
16827_COL,COL,run_biz_feb,Yes
17370_COL,COL,run_biz_feb,Yes
17588_COL,COL,run_biz_feb,Yes
17711_COL,COL,run_biz_feb,No
17755_COL,COL,run_biz_feb,No
18061_COL,COL,run_biz_feb,Yes
18137_COL,COL,run_biz_feb,No
18562_COL,COL,run_biz_feb,Yes
18793_COL,COL,run_biz_feb,Yes
19332_COL,COL,run_biz_feb,No
19557_COL,COL,run_biz_feb,Yes
19847_COL,COL,run_biz_feb,Yes
19947_COL,COL,run_biz_feb,Yes
19997_COL,COL,run_biz_feb,No
20021_COL,COL,run_biz_feb,Yes
20322_COL,COL,run_biz_feb,Yes
20571_COL,COL,run_biz_feb,Yes
21206_COL,COL,run_biz_feb,Yes
21300_COL,COL,run_biz_feb,Yes
21427_COL,COL,run_biz_feb,Yes
21556_COL,COL,run_biz_feb,Yes
22212_COL,COL,run_biz_feb,Yes
23667_COL,COL,run_biz_feb,Yes
24755_COL,COL,run_biz_feb,Yes
26200_COL,COL,run_biz_feb,Yes
27278_COL,COL,run_biz_feb,Yes
28270_COL,COL,run_biz_feb,No
10032_RWA,RWA,run_biz_feb,Yes
10063_RWA,RWA,run_biz_feb,Yes
1009_RWA,RWA,run_biz_feb,Yes
10105_RWA,RWA,run_biz_feb,Yes
10270_RWA,RWA,run_biz_feb,Yes
10283_RWA,RWA,run_biz_feb,Yes
10292_RWA,RWA,run_biz_feb,Yes
10462_RWA,RWA,run_biz_feb,Yes
10470_RWA,RWA,run_biz_feb,Yes
10518_RWA,RWA,run_biz_feb,Yes
10565_RWA,RWA,run_biz_feb,Yes
10569_RWA,RWA,run_biz_feb,Yes
10582_RWA,RWA,run_biz_feb,Yes
106_RWA,RWA,run_biz_feb,Yes
10608_RWA,RWA,run_biz_feb,Yes
10678_RWA,RWA,run_biz_feb,Yes
10725_RWA,RWA,run_biz_feb,Yes
10737_RWA,RWA,run_biz_feb,Yes
10744_RWA,RWA,run_biz_feb,Yes
10756_RWA,RWA,run_biz_feb,Yes
10815_RWA,RWA,run_biz_feb,Yes
1082_RWA,RWA,run_biz_feb,Yes
10846_RWA,RWA,run_biz_feb,Yes
10862_RWA,RWA,run_biz_feb,Yes
10872_RWA,RWA,run_biz_feb,Yes
10921_RWA,RWA,run_biz_feb,Yes
10988_RWA,RWA,run_biz_feb,Yes
11015_RWA,RWA,run_biz_feb,Yes
11016_RWA,RWA,run_biz_feb,Yes
11022_RWA,RWA,run_biz_feb,Yes
11061_RWA,RWA,run_biz_feb,Yes
11087_RWA,RWA,run_biz_feb,Yes
11091_RWA,RWA,run_biz_feb,Yes
11095_RWA,RWA,run_biz_feb,Yes
11132_RWA,RWA,run_biz_feb,Yes
11222_RWA,RWA,run_biz_feb,Yes
11275_RWA,RWA,run_biz_feb,Yes
11290_RWA,RWA,run_biz_feb,Yes
11293_RWA,RWA,run_biz_feb,Yes
11336_RWA,RWA,run_biz_feb,Yes
11354_RWA,RWA,run_biz_feb,Yes
11386_RWA,RWA,run_biz_feb,Yes
11394_RWA,RWA,run_biz_feb,Yes
11399_RWA,RWA,run_biz_feb,Yes
11467_RWA,RWA,run_biz_feb,Yes
11492_RWA,RWA,run_biz_feb,Yes
11507_RWA,RWA,run_biz_feb,Yes
11511_RWA,RWA,run_biz_feb,Yes
11569_RWA,RWA,run_biz_feb,Yes
11588_RWA,RWA,run_biz_feb,Yes
11614_RWA,RWA,run_biz_feb,Yes
11649_RWA,RWA,run_biz_feb,Yes
11658_RWA,RWA,run_biz_feb,Yes
11732_RWA,RWA,run_biz_feb,Yes
11742_RWA,RWA,run_biz_feb,Yes
11773_RWA,RWA,run_biz_feb,Yes
11787_RWA,RWA,run_biz_feb,Yes
1179_RWA,RWA,run_biz_feb,Yes
11806_RWA,RWA,run_biz_feb,Yes
11811_RWA,RWA,run_biz_feb,Yes
11836_RWA,RWA,run_biz_feb,Yes
11856_RWA,RWA,run_biz_feb,Yes
11879_RWA,RWA,run_biz_feb,Yes
11990_RWA,RWA,run_biz_feb,Yes
12_RWA,RWA,run_biz_feb,Yes
12005_RWA,RWA,run_biz_feb,Yes
12133_RWA,RWA,run_biz_feb,Yes
12148_RWA,RWA,run_biz_feb,Yes
12233_RWA,RWA,run_biz_feb,Yes
12252_RWA,RWA,run_biz_feb,Yes
12256_RWA,RWA,run_biz_feb,Yes
12280_RWA,RWA,run_biz_feb,Yes
123_RWA,RWA,run_biz_feb,Yes
12334_RWA,RWA,run_biz_feb,Yes
12411_RWA,RWA,run_biz_feb,Yes
12525_RWA,RWA,run_biz_feb,Yes
12537_RWA,RWA,run_biz_feb,Yes
12597_RWA,RWA,run_biz_feb,Yes
12602_RWA,RWA,run_biz_feb,Yes
12652_RWA,RWA,run_biz_feb,Yes
12694_RWA,RWA,run_biz_feb,Yes
12718_RWA,RWA,run_biz_feb,Yes
12723_RWA,RWA,run_biz_feb,Yes
12799_RWA,RWA,run_biz_feb,Yes
12802_RWA,RWA,run_biz_feb,Yes
12840_RWA,RWA,run_biz_feb,Yes
12845_RWA,RWA,run_biz_feb,Yes
12881_RWA,RWA,run_biz_feb,Yes
12891_RWA,RWA,run_biz_feb,Yes
12905_RWA,RWA,run_biz_feb,Yes
12990_RWA,RWA,run_biz_feb,Yes
13006_RWA,RWA,run_biz_feb,Yes
1310_RWA,RWA,run_biz_feb,Yes
13148_RWA,RWA,run_biz_feb,Yes
13152_RWA,RWA,run_biz_feb,Yes
13173_RWA,RWA,run_biz_feb,Yes
13290_RWA,RWA,run_biz_feb,Yes
13322_RWA,RWA,run_biz_feb,Yes
13340_RWA,RWA,run_biz_feb,Yes
13372_RWA,RWA,run_biz_feb,Yes
13488_RWA,RWA,run_biz_feb,Yes
13520_RWA,RWA,run_biz_feb,Yes
13644_RWA,RWA,run_biz_feb,Yes
13655_RWA,RWA,run_biz_feb,Yes
1369_RWA,RWA,run_biz_feb,Yes
13690_RWA,RWA,run_biz_feb,Yes
13715_RWA,RWA,run_biz_feb,Yes
13771_RWA,RWA,run_biz_feb,Yes
1387_RWA,RWA,run_biz_feb,Yes
13921_RWA,RWA,run_biz_feb,Yes
13932_RWA,RWA,run_biz_feb,Yes
13946_RWA,RWA,run_biz_feb,Yes
13986_RWA,RWA,run_biz_feb,Yes
1410_RWA,RWA,run_biz_feb,Yes
14123_RWA,RWA,run_biz_feb,Yes
14127_RWA,RWA,run_biz_feb,Yes
14237_RWA,RWA,run_biz_feb,Yes
14255_RWA,RWA,run_biz_feb,Yes
1426_RWA,RWA,run_biz_feb,Yes
14318_RWA,RWA,run_biz_feb,Yes
14573_RWA,RWA,run_biz_feb,Yes
14574_RWA,RWA,run_biz_feb,Yes
14609_RWA,RWA,run_biz_feb,Yes
14624_RWA,RWA,run_biz_feb,Yes
14702_RWA,RWA,run_biz_feb,Yes
14715_RWA,RWA,run_biz_feb,Yes
14775_RWA,RWA,run_biz_feb,Yes
14797_RWA,RWA,run_biz_feb,Yes
14805_RWA,RWA,run_biz_feb,Yes
14808_RWA,RWA,run_biz_feb,Yes
14901_RWA,RWA,run_biz_feb,Yes
14904_RWA,RWA,run_biz_feb,Yes
15051_RWA,RWA,run_biz_feb,Yes
15100_RWA,RWA,run_biz_feb,Yes
15115_RWA,RWA,run_biz_feb,Yes
15145_RWA,RWA,run_biz_feb,Yes
15168_RWA,RWA,run_biz_feb,Yes
15264_RWA,RWA,run_biz_feb,Yes
15290_RWA,RWA,run_biz_feb,Yes
15294_RWA,RWA,run_biz_feb,Yes
153_RWA,RWA,run_biz_feb,Yes
15302_RWA,RWA,run_biz_feb,Yes
15315_RWA,RWA,run_biz_feb,Yes
15386_RWA,RWA,run_biz_feb,Yes
15390_RWA,RWA,run_biz_feb,Yes
15410_RWA,RWA,run_biz_feb,Yes
15421_RWA,RWA,run_biz_feb,Yes
15467_RWA,RWA,run_biz_feb,Yes
15540_RWA,RWA,run_biz_feb,Yes
156_RWA,RWA,run_biz_feb,Yes
15600_RWA,RWA,run_biz_feb,Yes
15678_RWA,RWA,run_biz_feb,Yes
15692_RWA,RWA,run_biz_feb,Yes
15754_RWA,RWA,run_biz_feb,Yes
15791_RWA,RWA,run_biz_feb,Yes
15986_RWA,RWA,run_biz_feb,Yes
15999_RWA,RWA,run_biz_feb,Yes
16_RWA,RWA,run_biz_feb,Yes
16112_RWA,RWA,run_biz_feb,Yes
16217_RWA,RWA,run_biz_feb,Yes
16296_RWA,RWA,run_biz_feb,Yes
16304_RWA,RWA,run_biz_feb,Yes
1634_RWA,RWA,run_biz_feb,Yes
16346_RWA,RWA,run_biz_feb,Yes
16398_RWA,RWA,run_biz_feb,Yes
16481_RWA,RWA,run_biz_feb,Yes
16521_RWA,RWA,run_biz_feb,Yes
16531_RWA,RWA,run_biz_feb,Yes
16604_RWA,RWA,run_biz_feb,Yes
167_RWA,RWA,run_biz_feb,Yes
16710_RWA,RWA,run_biz_feb,Yes
16772_RWA,RWA,run_biz_feb,Yes
16799_RWA,RWA,run_biz_feb,Yes
16806_RWA,RWA,run_biz_feb,Yes
16978_RWA,RWA,run_biz_feb,Yes
16995_RWA,RWA,run_biz_feb,Yes
170_RWA,RWA,run_biz_feb,Yes
17026_RWA,RWA,run_biz_feb,Yes
17061_RWA,RWA,run_biz_feb,Yes
17081_RWA,RWA,run_biz_feb,Yes
17094_RWA,RWA,run_biz_feb,Yes
17112_RWA,RWA,run_biz_feb,Yes
17137_RWA,RWA,run_biz_feb,Yes
17211_RWA,RWA,run_biz_feb,Yes
17261_RWA,RWA,run_biz_feb,Yes
17272_RWA,RWA,run_biz_feb,Yes
17282_RWA,RWA,run_biz_feb,Yes
17298_RWA,RWA,run_biz_feb,Yes
17380_RWA,RWA,run_biz_feb,Yes
1766_RWA,RWA,run_biz_feb,Yes
17725_RWA,RWA,run_biz_feb,Yes
17769_RWA,RWA,run_biz_feb,Yes
17862_RWA,RWA,run_biz_feb,Yes
17867_RWA,RWA,run_biz_feb,Yes
17938_RWA,RWA,run_biz_feb,Yes
17968_RWA,RWA,run_biz_feb,Yes
1813_RWA,RWA,run_biz_feb,Yes
18175_RWA,RWA,run_biz_feb,Yes
18428_RWA,RWA,run_biz_feb,Yes
18574_RWA,RWA,run_biz_feb,Yes
18598_RWA,RWA,run_biz_feb,Yes
18735_RWA,RWA,run_biz_feb,Yes
18756_RWA,RWA,run_biz_feb,Yes
18783_RWA,RWA,run_biz_feb,Yes
18817_RWA,RWA,run_biz_feb,Yes
18840_RWA,RWA,run_biz_feb,Yes
18842_RWA,RWA,run_biz_feb,Yes
18852_RWA,RWA,run_biz_feb,Yes
18903_RWA,RWA,run_biz_feb,Yes
19035_RWA,RWA,run_biz_feb,Yes
19089_RWA,RWA,run_biz_feb,Yes
19262_RWA,RWA,run_biz_feb,Yes
19268_RWA,RWA,run_biz_feb,Yes
19297_RWA,RWA,run_biz_feb,Yes
19323_RWA,RWA,run_biz_feb,Yes
19583_RWA,RWA,run_biz_feb,Yes
19677_RWA,RWA,run_biz_feb,Yes
19686_RWA,RWA,run_biz_feb,Yes
19705_RWA,RWA,run_biz_feb,Yes
19874_RWA,RWA,run_biz_feb,Yes
2008_RWA,RWA,run_biz_feb,Yes
20107_RWA,RWA,run_biz_feb,Yes
20163_RWA,RWA,run_biz_feb,Yes
20232_RWA,RWA,run_biz_feb,Yes
20234_RWA,RWA,run_biz_feb,Yes
20416_RWA,RWA,run_biz_feb,Yes
20419_RWA,RWA,run_biz_feb,Yes
20424_RWA,RWA,run_biz_feb,Yes
20674_RWA,RWA,run_biz_feb,Yes
20689_RWA,RWA,run_biz_feb,Yes
20804_RWA,RWA,run_biz_feb,Yes
20807_RWA,RWA,run_biz_feb,Yes
20886_RWA,RWA,run_biz_feb,Yes
20923_RWA,RWA,run_biz_feb,Yes
21214_RWA,RWA,run_biz_feb,Yes
21227_RWA,RWA,run_biz_feb,Yes
21287_RWA,RWA,run_biz_feb,Yes
213_RWA,RWA,run_biz_feb,Yes
214_RWA,RWA,run_biz_feb,Yes
2214_RWA,RWA,run_biz_feb,Yes
266_RWA,RWA,run_biz_feb,Yes
2671_RWA,RWA,run_biz_feb,Yes
3141_RWA,RWA,run_biz_feb,Yes
330_RWA,RWA,run_biz_feb,Yes
361_RWA,RWA,run_biz_feb,Yes
3709_RWA,RWA,run_biz_feb,Yes
4029_RWA,RWA,run_biz_feb,Yes
513_RWA,RWA,run_biz_feb,Yes
554_RWA,RWA,run_biz_feb,Yes
61_RWA,RWA,run_biz_feb,Yes
630_RWA,RWA,run_biz_feb,Yes
675_RWA,RWA,run_biz_feb,Yes
706_RWA,RWA,run_biz_feb,Yes
775_RWA,RWA,run_biz_feb,Yes
7906_RWA,RWA,run_biz_feb,Yes
8132_RWA,RWA,run_biz_feb,Yes
820_RWA,RWA,run_biz_feb,Yes
863_RWA,RWA,run_biz_feb,Yes
8673_RWA,RWA,run_biz_feb,Yes
9143_RWA,RWA,run_biz_feb,Yes
967_RWA,RWA,run_biz_feb,Yes
9963_RWA,RWA,run_biz_feb,Yes
100008_ZMB,ZMB,run_biz_feb,Yes
100071_ZMB,ZMB,run_biz_feb,Yes
100072_ZMB,ZMB,run_biz_feb,Yes
100079_ZMB,ZMB,run_biz_feb,Yes
100108_ZMB,ZMB,run_biz_feb,Yes
100114_ZMB,ZMB,run_biz_feb,Yes
100116_ZMB,ZMB,run_biz_feb,Yes
100134_ZMB,ZMB,run_biz_feb,Yes
100143_ZMB,ZMB,run_biz_feb,Yes
100146_ZMB,ZMB,run_biz_feb,Yes
100228_ZMB,ZMB,run_biz_feb,Yes
100232_ZMB,ZMB,run_biz_feb,Yes
100238_ZMB,ZMB,run_biz_feb,Yes
100246_ZMB,ZMB,run_biz_feb,Yes
100258_ZMB,ZMB,run_biz_feb,Yes
100262_ZMB,ZMB,run_biz_feb,Yes
100263_ZMB,ZMB,run_biz_feb,Yes
100284_ZMB,ZMB,run_biz_feb,Yes
100299_ZMB,ZMB,run_biz_feb,Yes
100306_ZMB,ZMB,run_biz_feb,Yes
100308_ZMB,ZMB,run_biz_feb,Yes
100309_ZMB,ZMB,run_biz_feb,Yes
100317_ZMB,ZMB,run_biz_feb,Yes
100318_ZMB,ZMB,run_biz_feb,Yes
100321_ZMB,ZMB,run_biz_feb,Yes
100333_ZMB,ZMB,run_biz_feb,Yes
100335_ZMB,ZMB,run_biz_feb,Yes
100336_ZMB,ZMB,run_biz_feb,Yes
100338_ZMB,ZMB,run_biz_feb,Yes
100343_ZMB,ZMB,run_biz_feb,Yes
100372_ZMB,ZMB,run_biz_feb,Yes
100387_ZMB,ZMB,run_biz_feb,Yes
100404_ZMB,ZMB,run_biz_feb,Yes
100406_ZMB,ZMB,run_biz_feb,Yes
100411_ZMB,ZMB,run_biz_feb,Yes
100417_ZMB,ZMB,run_biz_feb,Yes
100419_ZMB,ZMB,run_biz_feb,Yes
100425_ZMB,ZMB,run_biz_feb,Yes
100427_ZMB,ZMB,run_biz_feb,Yes
100466_ZMB,ZMB,run_biz_feb,Yes
100477_ZMB,ZMB,run_biz_feb,Yes
100493_ZMB,ZMB,run_biz_feb,Yes
100522_ZMB,ZMB,run_biz_feb,Yes
100581_ZMB,ZMB,run_biz_feb,Yes
100599_ZMB,ZMB,run_biz_feb,Yes
100613_ZMB,ZMB,run_biz_feb,Yes
100620_ZMB,ZMB,run_biz_feb,Yes
100678_ZMB,ZMB,run_biz_feb,Yes
100681_ZMB,ZMB,run_biz_feb,Yes
100690_ZMB,ZMB,run_biz_feb,Yes
100698_ZMB,ZMB,run_biz_feb,Yes
100712_ZMB,ZMB,run_biz_feb,Yes
100729_ZMB,ZMB,run_biz_feb,Yes
100760_ZMB,ZMB,run_biz_feb,Yes
100914_ZMB,ZMB,run_biz_feb,Yes
100931_ZMB,ZMB,run_biz_feb,Yes
100943_ZMB,ZMB,run_biz_feb,Yes
100945_ZMB,ZMB,run_biz_feb,Yes
100950_ZMB,ZMB,run_biz_feb,Yes
100968_ZMB,ZMB,run_biz_feb,Yes
100970_ZMB,ZMB,run_biz_feb,Yes
101006_ZMB,ZMB,run_biz_feb,Yes
101014_ZMB,ZMB,run_biz_feb,Yes
101026_ZMB,ZMB,run_biz_feb,Yes
101059_ZMB,ZMB,run_biz_feb,Yes
101070_ZMB,ZMB,run_biz_feb,Yes
101127_ZMB,ZMB,run_biz_feb,Yes
101154_ZMB,ZMB,run_biz_feb,Yes
101155_ZMB,ZMB,run_biz_feb,Yes
101167_ZMB,ZMB,run_biz_feb,Yes
101170_ZMB,ZMB,run_biz_feb,Yes
101209_ZMB,ZMB,run_biz_feb,Yes
101227_ZMB,ZMB,run_biz_feb,Yes
101242_ZMB,ZMB,run_biz_feb,Yes
101269_ZMB,ZMB,run_biz_feb,Yes
101288_ZMB,ZMB,run_biz_feb,Yes
101322_ZMB,ZMB,run_biz_feb,Yes
101337_ZMB,ZMB,run_biz_feb,Yes
101381_ZMB,ZMB,run_biz_feb,Yes
101391_ZMB,ZMB,run_biz_feb,Yes
101393_ZMB,ZMB,run_biz_feb,Yes
101395_ZMB,ZMB,run_biz_feb,Yes
101423_ZMB,ZMB,run_biz_feb,Yes
101431_ZMB,ZMB,run_biz_feb,Yes
101444_ZMB,ZMB,run_biz_feb,Yes
101446_ZMB,ZMB,run_biz_feb,Yes
101449_ZMB,ZMB,run_biz_feb,Yes
101466_ZMB,ZMB,run_biz_feb,Yes
101472_ZMB,ZMB,run_biz_feb,Yes
101480_ZMB,ZMB,run_biz_feb,Yes
101488_ZMB,ZMB,run_biz_feb,Yes
101507_ZMB,ZMB,run_biz_feb,Yes
101515_ZMB,ZMB,run_biz_feb,Yes
101521_ZMB,ZMB,run_biz_feb,Yes
101522_ZMB,ZMB,run_biz_feb,Yes
101526_ZMB,ZMB,run_biz_feb,Yes
101530_ZMB,ZMB,run_biz_feb,Yes
101538_ZMB,ZMB,run_biz_feb,Yes
101544_ZMB,ZMB,run_biz_feb,Yes
101552_ZMB,ZMB,run_biz_feb,Yes
101563_ZMB,ZMB,run_biz_feb,Yes
101584_ZMB,ZMB,run_biz_feb,Yes
101588_ZMB,ZMB,run_biz_feb,Yes
101602_ZMB,ZMB,run_biz_feb,Yes
101617_ZMB,ZMB,run_biz_feb,Yes
101624_ZMB,ZMB,run_biz_feb,Yes
101647_ZMB,ZMB,run_biz_feb,Yes
101666_ZMB,ZMB,run_biz_feb,Yes
101706_ZMB,ZMB,run_biz_feb,Yes
101718_ZMB,ZMB,run_biz_feb,Yes
101719_ZMB,ZMB,run_biz_feb,Yes
101771_ZMB,ZMB,run_biz_feb,Yes
101773_ZMB,ZMB,run_biz_feb,Yes
101779_ZMB,ZMB,run_biz_feb,Yes
101782_ZMB,ZMB,run_biz_feb,Yes
101787_ZMB,ZMB,run_biz_feb,Yes
101828_ZMB,ZMB,run_biz_feb,Yes
101908_ZMB,ZMB,run_biz_feb,Yes
102027_ZMB,ZMB,run_biz_feb,Yes
102046_ZMB,ZMB,run_biz_feb,Yes
102047_ZMB,ZMB,run_biz_feb,Yes
102049_ZMB,ZMB,run_biz_feb,Yes
102050_ZMB,ZMB,run_biz_feb,Yes
102052_ZMB,ZMB,run_biz_feb,Yes
102061_ZMB,ZMB,run_biz_feb,Yes
102114_ZMB,ZMB,run_biz_feb,Yes
102138_ZMB,ZMB,run_biz_feb,Yes
102139_ZMB,ZMB,run_biz_feb,Yes
102147_ZMB,ZMB,run_biz_feb,Yes
102149_ZMB,ZMB,run_biz_feb,Yes
102155_ZMB,ZMB,run_biz_feb,Yes
102164_ZMB,ZMB,run_biz_feb,Yes
102166_ZMB,ZMB,run_biz_feb,Yes
102266_ZMB,ZMB,run_biz_feb,Yes
102268_ZMB,ZMB,run_biz_feb,Yes
102280_ZMB,ZMB,run_biz_feb,Yes
102284_ZMB,ZMB,run_biz_feb,Yes
102285_ZMB,ZMB,run_biz_feb,Yes
102319_ZMB,ZMB,run_biz_feb,Yes
102326_ZMB,ZMB,run_biz_feb,Yes
102481_ZMB,ZMB,run_biz_feb,Yes
102515_ZMB,ZMB,run_biz_feb,Yes
102529_ZMB,ZMB,run_biz_feb,Yes
102562_ZMB,ZMB,run_biz_feb,Yes
102574_ZMB,ZMB,run_biz_feb,Yes
102584_ZMB,ZMB,run_biz_feb,Yes
102586_ZMB,ZMB,run_biz_feb,Yes
102618_ZMB,ZMB,run_biz_feb,Yes
102700_ZMB,ZMB,run_biz_feb,Yes
102717_ZMB,ZMB,run_biz_feb,Yes
102752_ZMB,ZMB,run_biz_feb,Yes
102775_ZMB,ZMB,run_biz_feb,Yes
102790_ZMB,ZMB,run_biz_feb,Yes
102794_ZMB,ZMB,run_biz_feb,Yes
102810_ZMB,ZMB,run_biz_feb,Yes
102816_ZMB,ZMB,run_biz_feb,Yes
102934_ZMB,ZMB,run_biz_feb,Yes
102959_ZMB,ZMB,run_biz_feb,Yes
102973_ZMB,ZMB,run_biz_feb,Yes
102978_ZMB,ZMB,run_biz_feb,Yes
102979_ZMB,ZMB,run_biz_feb,Yes
102985_ZMB,ZMB,run_biz_feb,Yes
102988_ZMB,ZMB,run_biz_feb,Yes
102991_ZMB,ZMB,run_biz_feb,Yes
102996_ZMB,ZMB,run_biz_feb,Yes
103006_ZMB,ZMB,run_biz_feb,Yes
103016_ZMB,ZMB,run_biz_feb,Yes
103017_ZMB,ZMB,run_biz_feb,Yes
103025_ZMB,ZMB,run_biz_feb,Yes
103031_ZMB,ZMB,run_biz_feb,Yes
103033_ZMB,ZMB,run_biz_feb,Yes
103059_ZMB,ZMB,run_biz_feb,Yes
103062_ZMB,ZMB,run_biz_feb,Yes
103071_ZMB,ZMB,run_biz_feb,Yes
103097_ZMB,ZMB,run_biz_feb,Yes
103101_ZMB,ZMB,run_biz_feb,Yes
103196_ZMB,ZMB,run_biz_feb,Yes
103202_ZMB,ZMB,run_biz_feb,Yes
103216_ZMB,ZMB,run_biz_feb,Yes
103219_ZMB,ZMB,run_biz_feb,Yes
103234_ZMB,ZMB,run_biz_feb,Yes
103237_ZMB,ZMB,run_biz_feb,Yes
103254_ZMB,ZMB,run_biz_feb,Yes
103255_ZMB,ZMB,run_biz_feb,Yes
103278_ZMB,ZMB,run_biz_feb,Yes
103289_ZMB,ZMB,run_biz_feb,Yes
103369_ZMB,ZMB,run_biz_feb,Yes
103382_ZMB,ZMB,run_biz_feb,Yes
103413_ZMB,ZMB,run_biz_feb,Yes
103491_ZMB,ZMB,run_biz_feb,Yes
104216_ZMB,ZMB,run_biz_feb,Yes
104232_ZMB,ZMB,run_biz_feb,Yes
104243_ZMB,ZMB,run_biz_feb,Yes
104267_ZMB,ZMB,run_biz_feb,Yes
105404_ZMB,ZMB,run_biz_feb,Yes
105405_ZMB,ZMB,run_biz_feb,Yes
105459_ZMB,ZMB,run_biz_feb,Yes
105483_ZMB,ZMB,run_biz_feb,Yes
105489_ZMB,ZMB,run_biz_feb,Yes
105495_ZMB,ZMB,run_biz_feb,Yes
110_CDI,CDI,run_biz_feb,No
131_CDI,CDI,run_biz_feb,No
157_CDI,CDI,run_biz_feb,Yes
173_CDI,CDI,run_biz_feb,Yes
222_CDI,CDI,run_biz_feb,Yes
276_CDI,CDI,run_biz_feb,Yes
292_CDI,CDI,run_biz_feb,Yes
296_CDI,CDI,run_biz_feb,Yes
297_CDI,CDI,run_biz_feb,Yes
319_CDI,CDI,run_biz_feb,Yes
324_CDI,CDI,run_biz_feb,No
327_CDI,CDI,run_biz_feb,No
349_CDI,CDI,run_biz_feb,No
357_CDI,CDI,run_biz_feb,No
398_CDI,CDI,run_biz_feb,Yes
413_CDI,CDI,run_biz_feb,Yes
423_CDI,CDI,run_biz_feb,Yes
425_CDI,CDI,run_biz_feb,Yes
426_CDI,CDI,run_biz_feb,Yes
434_CDI,CDI,run_biz_feb,No
439_CDI,CDI,run_biz_feb,No
458_CDI,CDI,run_biz_feb,Yes
459_CDI,CDI,run_biz_feb,No
487_CDI,CDI,run_biz_feb,No
490_CDI,CDI,run_biz_feb,Yes
497_CDI,CDI,run_biz_feb,Yes
520_CDI,CDI,run_biz_feb,Yes
535_CDI,CDI,run_biz_feb,No
550_CDI,CDI,run_biz_feb,Yes
556_CDI,CDI,run_biz_feb,Yes
560_CDI,CDI,run_biz_feb,No
570_CDI,CDI,run_biz_feb,No
572_CDI,CDI,run_biz_feb,No
575_CDI,CDI,run_biz_feb,No
577_CDI,CDI,run_biz_feb,Yes
596_CDI,CDI,run_biz_feb,No
609_CDI,CDI,run_biz_feb,No
611_CDI,CDI,run_biz_feb,Yes
633_CDI,CDI,run_biz_feb,Yes
